data_for_agg,item,продажи_за_день,рейтинг
2023-11-12,Juice,18.0,2
2023-11-12,Cake,15.0,3
2023-11-12,Sandwich,15.0,4
2023-11-12,Tea,12.0,5
2023-11-13,Cake,15.0,1
2023-11-13,Coffee,12.0,2
2023-11-13,Smoothie,11.0,3
2023-11-13,Sandwich,9.0,4
2023-11-13,Tea,7.0,5
2023-11-14,Coffee,23.0,1
2023-11-14,Cake,18.0,2
2023-11-14,Cookie,11.0,3
2023-11-14,Salad,11.0,4
2023-11-14,Tea,9.0,5
2023-11-15,Juice,21.0,1
2023-11-15,Cookie,17.0,2
2023-11-15,Salad,15.0,3
2023-11-15,Coffee,9.0,4
2023-11-15,Tea,7.0,5
2023-11-16,Salad,16.0,1
2023-11-16,Cake,15.0,2
2023-11-16,Smoothie,14.0,3
2023-11-16,Sandwich,10.0,4
2023-11-16,Coffee,8.0,5
2023-11-17,Cake,16.0,1
2023-11-17,Juice,11.0,2
2023-11-17,Coffee,8.0,3
2023-11-17,Smoothie,6.0,4
2023-11-17,Sandwich,6.0,5
2023-11-18,Smoothie,31.0,1
2023-11-18,Cookie,18.0,2
2023-11-18,Tea,15.0,3
2023-11-18,Sandwich,14.0,4
2023-11-18,Cake,7.0,5
2023-11-19,Juice,24.0,1
2023-11-19,Smoothie,19.0,2
2023-11-19,Coffee,11.0,3
2023-11-19,Cookie,9.0,4
2023-11-19,Tea,8.0,5
2023-11-20,Salad,20.0,1
2023-11-20,Sandwich,16.0,2
2023-11-20,Smoothie,14.0,3
2023-11-20,Juice,7.0,4
2023-11-20,Cake,6.0,5
2023-11-21,Coffee,17.0,1
2023-11-21,Smoothie,13.0,2
2023-11-21,Cake,8.0,3
2023-11-21,Cookie,8.0,4
2023-11-21,Sandwich,6.0,5
2023-11-22,Juice,16.0,1
2023-11-22,Cake,14.0,2
2023-11-22,Salad,14.0,3
2023-11-22,Cookie,7.0,4
2023-11-22,Sandwich,6.0,5
2023-11-23,Smoothie,22.0,1
2023-11-23,Cake,15.0,2
2023-11-23,Juice,15.0,3
2023-11-23,Coffee,13.0,4
2023-11-23,Cookie,9.0,5
2023-11-24,Cake,10.0,1
2023-11-24,Salad,9.0,2
2023-11-24,Cookie,8.0,3
2023-11-24,Coffee,6.0,4
2023-11-24,Juice,5.0,5
2023-11-25,Smoothie,20.0,1
2023-11-25,Tea,20.0,2
2023-11-25,Cake,16.0,3
2023-11-25,Salad,14.0,4
2023-11-25,Coffee,11.0,5
2023-11-26,Tea,25.0,1
2023-11-26,Cake,18.0,2
2023-11-26,Sandwich,16.0,3
2023-11-26,Coffee,14.0,4
2023-11-26,Juice,11.0,5
2023-11-27,Coffee,13.0,1
2023-11-27,Tea,13.0,2
2023-11-27,Smoothie,12.0,3
2023-11-27,Salad,11.0,4
2023-11-27,Sandwich,8.0,5
2023-11-28,Salad,27.0,1
2023-11-28,Cookie,10.0,2
2023-11-28,Sandwich,9.0,3
2023-11-28,Coffee,9.0,4
2023-11-28,Cake,5.0,5
2023-11-29,Cake,21.0,1
2023-11-29,Coffee,14.0,2
2023-11-29,Salad,14.0,3
2023-11-29,Cookie,10.0,4
2023-11-29,Tea,5.0,5
2023-11-30,Smoothie,15.0,1
2023-11-30,Coffee,12.0,2
2023-11-30,Cookie,10.0,3
2023-11-30,Cake,10.0,4
2023-11-30,Salad,9.0,5
2023-12-01,Juice,14.0,1
2023-12-01,Salad,14.0,2
2023-12-01,Smoothie,13.0,3
2023-12-01,Tea,12.0,4
2023-12-01,Cake,11.0,5
2023-12-02,Smoothie,22.0,1
2023-12-02,Coffee,19.0,2
2023-12-02,Salad,17.0,3
2023-12-02,Sandwich,9.0,4
2023-12-02,Cake,8.0,5
2023-12-03,Coffee,22.0,1
2023-12-03,Juice,20.0,2
2023-12-03,Smoothie,17.0,3
2023-12-03,Cake,14.0,4
2023-12-03,Tea,10.0,5
2023-12-04,Coffee,17.0,1
2023-12-04,Juice,17.0,2
2023-12-04,Cookie,15.0,3
2023-12-04,Salad,11.0,4
2023-12-04,Smoothie,10.0,5
2023-12-05,Sandwich,17.0,1
2023-12-05,Salad,13.0,2
2023-12-05,Juice,12.0,3
2023-12-05,Cake,10.0,4
2023-12-05,Coffee,10.0,5
2023-12-06,Cookie,17.0,1
2023-12-06,Smoothie,15.0,2
2023-12-06,Coffee,14.0,3
2023-12-06,Cake,14.0,4
2023-12-06,Sandwich,12.0,5
2023-12-07,Smoothie,20.0,1
2023-12-07,Coffee,11.0,2
2023-12-07,Cookie,10.0,3
2023-12-07,Salad,9.0,4
2023-12-07,Cake,5.0,5
2023-12-08,Sandwich,21.0,1
2023-12-08,Coffee,18.0,2
2023-12-08,Salad,13.0,3
2023-12-08,Smoothie,12.0,4
2023-12-08,Tea,8.0,5
2023-12-09,Cake,30.0,1
2023-12-09,Coffee,24.0,2
2023-12-09,Cookie,14.0,3
2023-12-09,Juice,12.0,4
2023-12-09,Smoothie,8.0,5
2023-12-10,Salad,19.0,1
2023-12-10,Coffee,12.0,2
2023-12-10,Juice,8.0,3
2023-12-10,Cookie,7.0,4
2023-12-10,Smoothie,6.0,5
2023-12-11,Smoothie,19.0,1
2023-12-11,Cookie,12.0,2
2023-12-11,Sandwich,9.0,3
2023-12-11,Coffee,6.0,4
2023-12-11,Tea,5.0,5
2023-12-12,Juice,16.0,1
2023-12-12,Coffee,10.0,2
2023-12-12,Tea,10.0,3
2023-12-12,Cake,9.0,4
2023-12-12,Cookie,5.0,5
2023-12-13,Salad,10.0,1
2023-12-13,Juice,9.0,2
2023-12-13,Cake,8.0,3
2023-12-13,Tea,7.0,4
2023-12-13,Smoothie,6.0,5
2023-12-14,Salad,14.0,1
2023-12-14,Cake,11.0,2
2023-12-14,Tea,10.0,3
2023-12-14,Cookie,10.0,4
2023-12-14,Sandwich,8.0,5
2023-12-15,Cookie,14.0,1
2023-12-15,Juice,12.0,2
2023-12-15,Sandwich,11.0,3
2023-12-15,Coffee,10.0,4
2023-12-15,Smoothie,9.0,5
2023-12-16,Juice,24.0,1
2023-12-16,Tea,19.0,2
2023-12-16,Coffee,16.0,3
2023-12-16,Cake,11.0,4
2023-12-16,Sandwich,9.0,5
2023-12-17,Sandwich,22.0,1
2023-12-17,Smoothie,12.0,2
2023-12-17,Juice,11.0,3
2023-12-17,Cookie,9.0,4
2023-12-17,Cake,7.0,5
2023-12-18,Salad,13.0,1
2023-12-18,Sandwich,12.0,2
2023-12-18,Cookie,9.0,3
2023-12-18,Juice,8.0,4
2023-12-18,Coffee,8.0,5
2023-12-19,Coffee,17.0,1
2023-12-19,Salad,17.0,2
2023-12-19,Cookie,9.0,3
2023-12-19,Cake,8.0,4
2023-12-19,Sandwich,8.0,5
2023-12-20,Salad,16.0,1
2023-12-20,Tea,13.0,2
2023-12-20,Cake,12.0,3
2023-12-20,Coffee,9.0,4
2023-12-20,Smoothie,7.0,5
2023-12-21,Coffee,21.0,1
2023-12-21,Juice,14.0,2
2023-12-21,Cookie,11.0,3
2023-12-21,Cake,8.0,4
2023-12-21,Smoothie,8.0,5
2023-12-22,Cake,19.0,1
2023-12-22,Juice,19.0,2
2023-12-22,Smoothie,19.0,3
2023-12-22,Cookie,14.0,4
2023-12-22,Tea,14.0,5
2023-12-23,Smoothie,20.0,1
2023-12-23,Juice,11.0,2
2023-12-23,Cake,9.0,3
2023-12-23,Sandwich,9.0,4
2023-12-23,Tea,7.0,5
2023-12-24,Tea,21.0,1
2023-12-24,Coffee,17.0,2
2023-12-24,Smoothie,16.0,3
2023-12-24,Juice,16.0,4
2023-12-24,Sandwich,13.0,5
2023-12-25,Tea,21.0,1
2023-12-25,Juice,18.0,2
2023-12-25,Nan,13.0,3
2023-12-25,Salad,9.0,4
2023-12-25,Cookie,8.0,5
2023-12-26,Smoothie,18.0,1
2023-12-26,Cake,16.0,2
2023-12-26,Tea,13.0,3
2023-12-26,Juice,9.0,4
2023-12-26,Salad,8.0,5
2023-12-27,Cookie,12.0,1
2023-12-27,Salad,12.0,2
2023-12-27,Smoothie,11.0,3
2023-12-27,Juice,11.0,4
2023-12-27,Coffee,11.0,5
2023-12-28,Smoothie,17.0,1
2023-12-28,Cake,15.0,2
2023-12-28,Cookie,10.0,3
2023-12-28,Coffee,10.0,4
2023-12-28,Tea,6.0,5
2023-12-29,Tea,11.0,1
2023-12-29,Smoothie,10.0,2
2023-12-29,Cake,8.0,3
2023-12-29,Cookie,7.0,4
2023-12-29,Salad,7.0,5
2023-12-30,Cookie,15.0,1
2023-12-30,Cake,9.0,2
2023-12-30,Juice,9.0,3
2023-12-30,Salad,9.0,4
2023-12-30,Coffee,8.0,5
2023-12-31,Smoothie,12.0,1
2023-12-31,Salad,9.0,2
2023-12-31,Cake,8.0,3
2023-12-31,Cookie,8.0,4
2023-12-31,Sandwich,7.0,5
nan,Cake,208.0,1
nan,Tea,194.0,2
nan,Salad,169.0,3
nan,Cookie,166.0,4
nan,Smoothie,163.0,5
